name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Former central happen.,"Hope outside ago. Remember tend garden condition. High someone writer see.
Trade look own author tend model black outside. Everyone compare mother. Poor threat office responsibility cup yourself.",42836,21418,64254,2024-03-20,2025-03-10,97.63033934200232,Completed,BUDGET,False,1
Language population.,"Threat study authority standard. Fear quite truth stage pretty at size protect.
Effort financial participant ever with possible down. Recent above open everything participant enjoy.",46478,23239,69717,2023-09-03,2025-02-24,67.8650436217144,InProgress,EXPENSE_CONTROL,False,0
West price forget.,"Ago civil with will reflect. Term stock rather.
Task our already I rich. Worry outside point TV pretty.
Agent economic air attorney fall thank. Chance matter machine trade.",73420,36710,110130,2023-06-11,2025-12-13,9.920921783907499,Failed,REVENUE_GROWTH,True,0
Wind provide crime.,"Take way political short. Space start note get. Computer build effort teach.
To bank chair. Simple sea court same raise.",66257,33128,99385,2024-12-19,2025-07-30,53.161536790542186,InProgress,EXPENSE_CONTROL,False,0
Bill rather dark father.,"Season accept central country. Good citizen this mind financial rock. Common parent meeting someone. Wonder official recognize when mean.
Rock speak seat gas.",43082,21541,64623,2025-04-14,2025-09-04,74.37383532052064,Failed,EXPENSE_CONTROL,False,0
Property measure sign.,Short almost get I human. Collection right consumer think. There never full interview yet main. Hope moment weight whatever local.,8533,4266,12799,2024-05-04,2025-02-03,74.19920860777111,InProgress,BUDGET,True,0
Present expert.,"Response government TV spend brother. Since whether shoulder prevent worker. Player hear pass for week leader.
Catch mention study author if group. Society perhaps call left.",1002,501,1503,2024-05-18,2025-05-28,43.29317795148787,Completed,CASH_FLOW,False,0
Too no each.,"Effort people radio. Upon authority rock hospital story.
Congress pass watch similar do color. Movement important discover matter car direction deal.
Really here easy. Race whatever western fly.",10215,5107,15322,2025-04-12,2025-06-19,29.46411896011344,Failed,EXPENSE_CONTROL,False,0
Population on.,Military final matter nation form. Billion give level democratic. Out above quite nearly mean.,20000,10000,30000,2025-04-07,2026-03-21,54.42801153416298,Completed,BUDGET,True,0
Less half walk.,Focus there exist college. When our son. Beautiful environmental professor follow reason suffer story.,32609,16304,48913,2023-10-04,2024-12-14,35.42090302385493,Failed,DEBT_MANAGEMENT,True,0
Southern prevent team.,Operation whether whatever art summer. Nation blue player expect where couple discussion.,5901,2950,8851,2023-12-28,2025-04-19,13.095168261168777,InProgress,PROFIT_MARGIN,True,0
Mind nor table.,Beautiful do provide around education service. Fish while reality. For area town tell ok.,86614,43307,129921,2024-11-29,2025-12-11,31.643774282403527,InProgress,CASH_FLOW,False,0
Author.,"Fight top site law bit clear year. Everyone kitchen trade determine.
Similar way least return dinner throughout set. Pull officer trade finally your receive truth she. Political they bit growth.",35177,17588,52765,2024-11-05,2024-12-29,28.16042827391524,InProgress,INVESTMENT,False,0
Plan.,"Board general billion. Upon quickly common education.
Pretty real every attention probably.
Fire oil message himself project amount. Begin thought safe.",26376,13188,39564,2025-04-16,2025-07-06,17.002638524967306,Completed,TAX_OPTIMIZATION,True,0
Whose beautiful.,"Miss reduce third. Right us of save voice base. Rock point keep college.
Issue or manage economic budget yes believe at. Community provide cup rather then.",28214,14107,42321,2025-04-05,2025-04-30,87.75325608733235,Completed,DEBT_MANAGEMENT,True,0
Whether result voice.,"Between step structure president notice. Attention point task enjoy recently. They away reality perhaps.
Model news account available head eat interest. Daughter a night them sell cause.",29102,14551,43653,2024-12-31,2025-08-04,55.489744641410454,Failed,CASH_FLOW,False,0
Have eat east.,Former occur improve performance although central recently. Must foreign book use no read. Interview TV now him sea artist. Table official attention.,5074,2537,7611,2024-01-16,2024-10-14,25.097992137267088,InProgress,REVENUE_GROWTH,False,0
Sound movement hotel.,Miss claim fight camera. Decide almost shake beautiful listen compare should gas. Compare scientist real enter then toward provide exactly.,53880,26940,80820,2024-12-26,2025-03-20,2.86122148992064,Failed,BUDGET,False,0
Several especially.,Here we itself figure there. Party always expect help represent way most sort. Life practice us mind book research anyone.,60703,30351,91054,2023-06-15,2025-03-29,46.2561524492219,Completed,INVESTMENT,True,0
Manager wide cell.,"Role improve consumer item pull maintain road.
Mouth game hair tell. Manage class study detail arm meeting.
Rise trade pay fall result evidence. Others me serve toward hope eye.",65986,32993,98979,2024-05-22,2025-02-13,52.39744227306876,Failed,EXPENSE_CONTROL,False,0
Ask eat.,"Nation region network bad sit. Door board tend bit. Issue position free court.
Some field stock. Human southern summer score or lay. Kind movement buy doctor impact.",7016,3508,10524,2024-04-30,2026-02-09,30.08432087600561,Failed,TAX_OPTIMIZATION,False,0
Someone what.,"Family area know so. Put it become choice.
Sure open item foreign. Not cost with deal among. Low blue everybody.
Discuss data career language. Road candidate these.",54231,27115,81346,2023-11-02,2024-01-29,42.361286247028495,Failed,COST_REDUCTION,True,0
Husband who focus.,"Manage describe air not. Mission it compare PM lose she energy market.
Reflect charge plan particular. Parent moment yard arm time.",58218,29109,87327,2024-07-18,2025-12-23,31.47022663874114,InProgress,TAX_OPTIMIZATION,True,0
Keep lose.,"Begin medical not without. Treatment eat answer chance again necessary. Find resource size team carry dog.
Discussion like leave focus would.
Value human happy official any plan.",52962,26481,79443,2024-09-16,2025-04-30,3.500544550757756,Completed,CASH_FLOW,True,0
Trade company.,Fire near even husband here quality owner. Clear various speak local everyone woman city.,68014,34007,102021,2025-03-02,2025-03-07,38.92541135241812,Failed,INVESTMENT,False,0
Bank worry quality because.,"Political fund his. Ever bed adult serious. Real throughout four chair party forget agent college.
Professor hit issue charge. Home market short possible watch cost.",57874,28937,86811,2023-10-09,2025-10-13,20.86978165094331,InProgress,INVESTMENT,True,0
Water service arrive.,"Turn party yard. Production be start their can move when. From up whom unit shake.
Loss young task.",39020,19510,58530,2023-05-12,2025-11-20,63.10075746254707,Failed,BUDGET,False,0
Author form charge.,"Dark bill soon we step. Really worry represent set cultural economy. Increase become my represent win it food.
Month low but particularly possible toward attention.",87195,43597,130792,2024-05-03,2024-08-19,6.478818400046283,Failed,INVESTMENT,True,0
Exist several vote.,"Scientist indicate relationship trade brother then. Sing late popular age. Fall common trade age.
Beat start care kid especially society. I piece by view.",27907,13953,41860,2023-08-04,2024-08-25,73.8598295622554,InProgress,DEBT_MANAGEMENT,False,1
Maintain bag go.,Open society else American need. Fear century any. Treat interview race poor will prove.,47752,23876,71628,2023-07-09,2025-07-22,45.6950093420065,InProgress,COST_REDUCTION,False,0
Onto town artist.,Land meeting window table throughout wear recently democratic. Main success or hear fire daughter. Civil tonight keep police land once.,5382,2691,8073,2024-08-08,2025-09-02,1.4424741464378554,Failed,DEBT_MANAGEMENT,False,0
Real growth image.,Drug different order plan point. Office this growth notice population. Attention stop try analysis hold although ten.,77324,38662,115986,2024-04-08,2025-07-30,46.4746689247639,Failed,REVENUE_GROWTH,False,0
Identify data.,"Half throw network whom hospital national movement. Short author work want.
Good opportunity discuss. What teach chair already. Figure add reach example yourself back in.",86737,43368,130105,2023-05-31,2025-11-21,90.44344677654699,InProgress,COST_REDUCTION,True,0
Important season player.,"Employee hope sit put indeed able trouble.
Home truth claim similar not than argue. Expect score hit produce agency. Perform so too how doctor citizen.",60499,30249,90748,2023-10-10,2024-01-26,66.19971648335363,Failed,PROFIT_MARGIN,False,0
Onto but growth.,"Test week public how amount. Field more trip four group.
Mission again place. Check explain financial much hear prove personal.",75373,37686,113059,2025-02-19,2025-07-29,26.79775373972233,InProgress,INVESTMENT,True,0
Police adult.,"Watch politics remain if. Outside process another class sign billion. Break maintain charge avoid.
Social kitchen unit bring chair when back. Thus product economic its level.",95877,47938,143815,2023-08-27,2024-08-24,47.49564486680279,Failed,INVESTMENT,False,0
Hair discuss.,"Western give against agree bag development explain. Road idea staff imagine power education human. Two ahead I edge.
Financial project in defense month. His which question bit free event could feel.",67804,33902,101706,2024-02-25,2025-08-15,25.064735108420233,Failed,INVESTMENT,False,0
Push personal realize.,"Focus win back. Nor audience painting suffer way it.
Relate opportunity follow size point. Son exactly from let front mother walk test. Early support especially respond idea involve me.",77864,38932,116796,2025-03-29,2025-10-12,16.965158754623467,Completed,PROFIT_MARGIN,True,0
Media wind simple.,"Employee where PM should around.
Owner professor commercial order physical collection. Own tonight close structure center important effort. Near conference check any blue last large.",17761,8880,26641,2024-01-14,2026-03-15,49.361838894961764,InProgress,COST_REDUCTION,False,0
Including.,"Room we discussion former cell three need. Control star beyond loss space indeed.
Fast able nearly food no. Century force beyond week camera find room wide.",1433,716,2149,2025-03-21,2025-04-06,83.18042099757076,Failed,DEBT_MANAGEMENT,False,0
Evidence enjoy.,"Couple want medical me. Owner with measure rich personal crime.
Million ever firm not card.
Support perform over indicate husband. Able accept available teacher send. Student lawyer professional he.",61456,30728,92184,2023-04-21,2026-03-18,54.669842434155754,Failed,TAX_OPTIMIZATION,True,0
Experience final.,"Father nice civil special require employee choose. Herself manager remain relationship of.
Half attorney mention drug choice. Station artist watch team base single.",55823,27911,83734,2024-08-24,2025-08-23,81.83778317691632,Failed,INVESTMENT,False,0
Best son.,"Live attack exactly a. Establish attention leg course.
Nearly provide you recently low hotel him. Think help room just commercial thing memory. Page might often movie choose last economy.",83069,41534,124603,2023-11-02,2026-03-28,29.63850083805695,Completed,EXPENSE_CONTROL,True,0
Claim away.,"Trip although smile almost join of decision capital. Than serious baby relate tend.
Reveal piece better behavior cut social art. Really budget under no blood.",6153,3076,9229,2025-03-03,2025-06-21,5.183553044520295,Completed,EXPENSE_CONTROL,True,0
